,subject,date,NM,eid,fiber,region,nph_file,nph_bnc,comment,photometry_path_a,photometry_path_b,digital_inputs_path,alyx_exists,taskData_exists,taskData_alfpath,n_timestamps_nph,n_timestamps_bpod,drift_ppm,timestamps_diff
40,ZFM-03059,2021-09-08,5HT,4edc1662-a165-48ef-a332-7172bfca71e7,probe01,Region1G,,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-09-08/002/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S9_08Sep2021/PhotometryData_M1_M4_TCW_S9_08Sep2021_2.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S9_08Sep2021/DI0_M1_M4_TCW_S9_08Sep2021_2.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,350,349,-0.4452960312,-1
41,ZFM-03061,2021-09-08,5HT,c0695424-7477-4c43-8a28-9d9159ae7018,probe04,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-08/002/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S9_08Sep2021/PhotometryData_M1_M4_TCW_S9_08Sep2021_2.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S9_08Sep2021/DI1_M1_M4_TCW_S9_08Sep2021_2.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,254,253,-9.068409535,-1
42,ZFM-03061,2021-09-08,5HT,c0695424-7477-4c43-8a28-9d9159ae7018,probe05,Region6G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-08/002/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S9_08Sep2021/PhotometryData_M1_M4_TCW_S9_08Sep2021_2.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S9_08Sep2021/DI1_M1_M4_TCW_S9_08Sep2021_2.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,254,253,-9.068409535,-1
43,ZFM-03062,2021-09-08,5HT,e470c52d-25bc-4dac-9679-2dc0b7a3677f,probe02,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03062/2021-09-08/001/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S9_08Sep2021/PhotometryData_M3_M2_TCW_S9_08Sep2021.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S9_08Sep2021/DI1_M3_M2_TCW_S9_08Sep2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,328,327,-21.87598994,-1
44,ZFM-03065,2021-09-08,5HT,26d6c415-23b0-4c49-b73e-b6cf2693df4d,probe03,Region1G,,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03065/2021-09-08/001/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S9_08Sep2021/PhotometryData_M3_M2_TCW_S9_08Sep2021.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S9_08Sep2021/DI0_M3_M2_TCW_S9_08Sep2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,429,428,-3.881585025,-1
45,ZFM-03059,2021-09-09,5HT,dd549116-68a1-462d-90ef-f4e0ec5c69fc,probe01,Region1G,,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-09-09/003/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S10_09Sep2021/PhotometryData_M1_M4_TCW_S10_09Sep2021.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S10_09Sep2021/DI0_M1_M4_TCW_S10_09Sep2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,364,363,0.5393166578,-1
46,ZFM-03061,2021-09-09,5HT,b056ded5-b123-47eb-a62a-620fd79b130d,probe04,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-09/003/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S10_09Sep2021/PhotometryData_M1_M4_TCW_S10_09Sep2021.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S10_09Sep2021/DI1_M1_M4_TCW_S10_09Sep2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,286,285,13.03313597,-1
47,ZFM-03061,2021-09-09,5HT,b056ded5-b123-47eb-a62a-620fd79b130d,probe05,Region6G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-09/003/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S10_09Sep2021/PhotometryData_M1_M4_TCW_S10_09Sep2021.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S10_09Sep2021/DI1_M1_M4_TCW_S10_09Sep2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,286,285,13.03313597,-1
48,ZFM-03062,2021-09-09,5HT,24f6c366-99b8-4206-94f1-35a2067ce384,probe02,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03062/2021-09-09/001/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S10_09Sep2021/PhotometryData_M3_M2_TCW_S10_09Sep2021.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S10_09Sep2021/DI1_M3_M2_TCW_S10_09Sep2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,268,267,-18.92382064,-1
49,ZFM-03065,2021-09-09,5HT,38c3ebde-c45d-442e-ac61-f42161cfc984,probe03,Region1G,,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03065/2021-09-09/001/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S10_09Sep2021/PhotometryData_M3_M2_TCW_S10_09Sep2021.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S10_09Sep2021/DI0_M3_M2_TCW_S10_09Sep2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,472,471,-3.406563247,-1
50,ZFM-03059,2021-09-10,5HT,68f894bf-2268-4773-aa8d-ac8ab168320e,probe01,Region1G,,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-09-10/001/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S11_10Sep2021/PhotometryData_M1_M4_TCW_S11_10Sep2021.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S11_10Sep2021/DI0_M1_M4_TCW_S11_10Sep2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,245,245,-13.8063374,0
51,ZFM-03061,2021-09-10,5HT,e8180709-33f2-4f1f-87a8-af597c9c7260,probe04,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-10/001/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S11_10Sep2021/PhotometryData_M1_M4_TCW_S11_10Sep2021.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S11_10Sep2021/DI1_M1_M4_TCW_S11_10Sep2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,266,265,-7.106941572,-1
52,ZFM-03061,2021-09-10,5HT,e8180709-33f2-4f1f-87a8-af597c9c7260,probe05,Region6G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-10/001/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S11_10Sep2021/PhotometryData_M1_M4_TCW_S11_10Sep2021.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S11_10Sep2021/DI1_M1_M4_TCW_S11_10Sep2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,266,265,-7.106941572,-1
53,ZFM-03062,2021-09-10,5HT,f7bc369d-2408-4d23-a586-c58363b2a02b,probe02,Region4G,,1,new,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S11_10Sep2021/PhotometryData_M3_M2_TCW_S11_10Sep2021.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S11_10Sep2021/PhotometryData_M3_M2_TCW_S11_10Sep2021.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S11_10Sep2021/DI1_M3_M2_TCW_S11_10Sep2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,121,120,-4.879086299,-1
54,ZFM-03065,2021-09-10,5HT,32eaad6d-fd35-46e9-b7cb-22656d8e3375,probe03,Region1G,,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03065/2021-09-10/001/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S11_10Sep2021/PhotometryData_M3_M2_TCW_S11_10Sep2021.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S11_10Sep2021/DI0_M3_M2_TCW_S11_10Sep2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,420,419,-7.118417244,-1
55,ZFM-03059,2021-09-13,5HT,e9bdcf2b-d0db-42f8-8dfe-3bb82711ff68,probe01,Region1G,,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-09-13/001/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S12_13Sep2021/PhotometryData_M1_M4_TCW_S12_13Sep2021.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S12_13Sep2021/DI0_M1_M4_TCW_S12_13Sep2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,499,499,-13.22362291,0
56,ZFM-03061,2021-09-13,5HT,54629413-fda5-4bbc-b88f-e8a30ccf9ba3,probe04,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-13/001/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S12_13Sep2021/PhotometryData_M1_M4_TCW_S12_13Sep2021.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S12_13Sep2021/DI1_M1_M4_TCW_S12_13Sep2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,321,320,-9.152621149,-1
57,ZFM-03061,2021-09-13,5HT,54629413-fda5-4bbc-b88f-e8a30ccf9ba3,probe05,Region6G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-13/001/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S12_13Sep2021/PhotometryData_M1_M4_TCW_S12_13Sep2021.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S12_13Sep2021/DI1_M1_M4_TCW_S12_13Sep2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,321,320,-9.152621149,-1
58,ZFM-03062,2021-09-13,5HT,035fa1d0-cc18-49fc-860f-044d57e4de25,probe02,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03062/2021-09-13/001/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S12_13Sep2021/PhotometryData_M3_M2_TCW_S12_13Sep2021.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S12_13Sep2021/DI1_M3_M2_TCW_S12_13Sep2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,480,479,1.312094648,-1
59,ZFM-03065,2021-09-13,5HT,72e564aa-8416-48fb-a2b9-f9d23e6c7e4b,probe03,Region1G,,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03065/2021-09-13/001/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S12_13Sep2021/PhotometryData_M3_M2_TCW_S12_13Sep2021.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S12_13Sep2021/DI0_M3_M2_TCW_S12_13Sep2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,462,461,-21.89339357,-1
60,ZFM-03059,2021-09-14,5HT,f869242e-d1f9-4b7e-a83d-7c794ca6ebbe,probe01,Region1G,,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-09-14/001/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S13_14Sep2021/PhotometryData_M1_M4_TCW_S13_14Sep2021.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S13_14Sep2021/DI0_M1_M4_TCW_S13_14Sep2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,307,306,6.148708075,-1
61,ZFM-03061,2021-09-14,5HT,39f5f80b-ac56-460c-a10b-a92e00cfd5e4,probe04,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-14/001/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S13_14Sep2021/PhotometryData_M1_M4_TCW_S13_14Sep2021.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S13_14Sep2021/DI1_M1_M4_TCW_S13_14Sep2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,281,280,17.55458825,-1
62,ZFM-03061,2021-09-14,5HT,39f5f80b-ac56-460c-a10b-a92e00cfd5e4,probe05,Region6G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-14/001/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S13_14Sep2021/PhotometryData_M1_M4_TCW_S13_14Sep2021.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S13_14Sep2021/DI1_M1_M4_TCW_S13_14Sep2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,281,280,17.55458825,-1
63,ZFM-03062,2021-09-14,5HT,8d1f87d1-58bf-4ac9-bc3b-9291ccc17535,probe02,Region4G,,1,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-09-14/PhotometryData_M3_M2_TCW_S13_14Sep2021.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S13_14Sep2021/PhotometryData_M3_M2_TCW_S13_14Sep2021.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S13_14Sep2021/DI1_M3_M2_TCW_S13_14Sep2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,298,297,-14.63647829,-1
64,ZFM-03065,2021-09-14,5HT,a44f72af-755f-4d58-b9bb-c5b345bcd788,probe03,Region1G,,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03065/2021-09-14/001/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S13_14Sep2021/PhotometryData_M3_M2_TCW_S13_14Sep2021.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S13_14Sep2021/DI0_M3_M2_TCW_S13_14Sep2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,463,462,0.2415418193,-1
65,ZFM-03059,2021-09-15,5HT,929662b6-4182-4ee7-8a50-ec788520c9e2,probe01,Region1G,,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-09-15/001/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S14_15Sep2021/PhotometryData_M1_M4_TCW_S14_15Sep2021.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S14_15Sep2021/DI0_M1_M4_TCW_S14_15Sep2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,377,376,-28.5267791,-1
66,ZFM-03061,2021-09-15,5HT,b1169c12-b9ab-4b7f-8731-32732dde116e,probe04,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-15/001/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S14_15Sep2021/PhotometryData_M1_M4_TCW_S14_15Sep2021.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S14_15Sep2021/DI1_M1_M4_TCW_S14_15Sep2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,255,254,-13.26494435,-1
67,ZFM-03061,2021-09-15,5HT,b1169c12-b9ab-4b7f-8731-32732dde116e,probe05,Region6G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-15/001/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S14_15Sep2021/PhotometryData_M1_M4_TCW_S14_15Sep2021.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S14_15Sep2021/DI1_M1_M4_TCW_S14_15Sep2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,255,254,-13.26494435,-1
68,ZFM-03062,2021-09-15,5HT,619cbbfc-299a-4cdf-92ab-e81c9ef6fbfe,probe02,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03062/2021-09-15/001/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S14_15Sep2021/PhotometryData_M3_M2_TCW_S14_15Sep2021.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S14_15Sep2021/DI1_M3_M2_TCW_S14_15Sep2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,314,313,-10.49817064,-1
69,ZFM-03065,2021-09-15,5HT,4aaa7935-f74d-4797-a26d-598448328795,probe03,Region1G,,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03065/2021-09-15/002/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S14_15Sep2021/PhotometryData_M3_M2_TCW_S14_15Sep2021.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S14_15Sep2021/DI0_M3_M2_TCW_S14_15Sep2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,470,469,-18.29951232,-1
70,ZFM-03059,2021-09-16,5HT,db7b2ae8-4c68-4b3f-9851-9c87a3360569,probe01,Region1G,,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-09-16/001/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S15_16Sep2021/PhotometryData_M1_M4_TCW_S15_16Sep2021.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S15_16Sep2021/DI0_M1_M4_TCW_S15_16Sep2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,487,486,-12.00348466,-1
71,ZFM-03061,2021-09-16,5HT,a2fd41dd-fdc4-4fd7-af82-d683efe815b5,probe04,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-16/001/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S15_16Sep2021/PhotometryData_M1_M4_TCW_S15_16Sep2021.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S15_16Sep2021/DI1_M1_M4_TCW_S15_16Sep2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,255,254,-22.15616863,-1
72,ZFM-03061,2021-09-16,5HT,a2fd41dd-fdc4-4fd7-af82-d683efe815b5,probe05,Region6G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-16/001/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S15_16Sep2021/PhotometryData_M1_M4_TCW_S15_16Sep2021.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S15_16Sep2021/DI1_M1_M4_TCW_S15_16Sep2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,255,254,-22.15616863,-1
73,ZFM-03062,2021-09-16,5HT,64cda8cf-5a4b-4da0-b9d1-5757c9ad0d7f,probe02,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03062/2021-09-16/001/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S15_16Sep2021/PhotometryData_M3_M2_TCW_S15_16Sep2021.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S15_16Sep2021/DI1_M3_M2_TCW_S15_16Sep2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,325,325,-9.674833378,0
74,ZFM-03065,2021-09-16,5HT,8d9a50bf-8ec7-41f6-a435-de88a6176b06,probe03,Region1G,,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03065/2021-09-16/001/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S15_16Sep2021/PhotometryData_M3_M2_TCW_S15_16Sep2021.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S15_16Sep2021/DI0_M3_M2_TCW_S15_16Sep2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,454,453,-5.113464715,-1
75,ZFM-03059,2021-09-17,5HT,b7811cca-e73d-452c-bed5-a918cbee7aa5,probe01,Region1G,,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-09-17/001/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S16_17Sep2021/PhotometryData_M1_M4_TCW_S16_17Sep2021.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S16_17Sep2021/DI0_M1_M4_TCW_S16_17Sep2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,738,737,-1.46483355,-1
76,ZFM-03061,2021-09-17,5HT,eb87e5ba-ecbd-4659-87ae-0ec6269cdc5f,probe04,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-17/001/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S16_17Sep2021/PhotometryData_M1_M4_TCW_S16_17Sep2021.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S16_17Sep2021/DI1_M1_M4_TCW_S16_17Sep2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,243,242,-2.934577415,-1
77,ZFM-03061,2021-09-17,5HT,eb87e5ba-ecbd-4659-87ae-0ec6269cdc5f,probe05,Region6G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-17/001/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S16_17Sep2021/PhotometryData_M1_M4_TCW_S16_17Sep2021.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S16_17Sep2021/DI1_M1_M4_TCW_S16_17Sep2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,243,242,-2.934577415,-1
78,ZFM-03062,2021-09-17,5HT,a0eab3c3-e882-4e6d-912b-400563d506eb,probe02,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03062/2021-09-17/001/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S16_17Sep2021/PhotometryData_M3_M2_TCW_S16_17Sep2021.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S16_17Sep2021/DI1_M3_M2_TCW_S16_17Sep2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,386,385,-3.323667231,-1
79,ZFM-03065,2021-09-17,5HT,cfde85f3-e385-46e8-9068-ec7c1d6387d7,probe03,Region1G,,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03065/2021-09-17/001/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S16_17Sep2021/PhotometryData_M3_M2_TCW_S16_17Sep2021.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S16_17Sep2021/DI0_M3_M2_TCW_S16_17Sep2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,397,396,1.556561922,-1
80,ZFM-03059,2021-09-20,5HT,fb11c0f9-f93f-4803-9a67-371dfb56bdd8,probe01,Region1G,,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-09-20/001/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S17_20Sep2021/PhotometryData_M1_M4_TCW_S17_20Sep2021_2.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S17_20Sep2021/DI0_M1_M4_TCW_S17_20Sep2021_2.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,570,569,1.116334659,-1
81,ZFM-03061,2021-09-20,5HT,ba59b4de-cc3a-4983-b2d6-f7e809b478bb,probe04,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-20/001/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S17_20Sep2021/PhotometryData_M1_M4_TCW_S17_20Sep2021_2.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S17_20Sep2021/DI1_M1_M4_TCW_S17_20Sep2021_2.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,354,353,-19.82930052,-1
82,ZFM-03061,2021-09-20,5HT,ba59b4de-cc3a-4983-b2d6-f7e809b478bb,probe05,Region6G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-20/001/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S17_20Sep2021/PhotometryData_M1_M4_TCW_S17_20Sep2021_2.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S17_20Sep2021/DI1_M1_M4_TCW_S17_20Sep2021_2.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,354,353,-19.82930052,-1
